course_code,course_name,prerequisites,incompatible,restricted,faculty,school,units,semesters,duration,description
MUSC3920,Music Special Project B,Approval of the Course Coordinator,,Course offering may be cancelled if fewer than ten students enrol.,,,2,,One Semester,"Music Special Project B provides students with the opportunity to take on a professional role within a broader creative, research, or entrepreneurial team to achieve outcomes of a real world project. Project work is collaborative and may include work with academics and students from other courses or discipline areas to achieve project outcomes. Students will also develop employability skills related to collaboration, communication, project management, and evaluation. Details of Music Special Project B will be provided by the Course Coordinator. This course may be cancelled if fewer than ten students enrol."
MUSC4145,Advanced Chamber Music Performance 2,MUSC3145,,enrolment in Performance Extended Major in BMus (Honours) or BMus(Honours) dual degree,Humanities and Social Sciences,Music School,4,,Two Semesters,"The performance of chamber music is key to the development of musical and social skills required by the profession of musical performance. This includes knowledge of repertoire, score reading and interpretative development skills, critical listening and awareness of group dynamics. 
Skills are developed through weekly rehearsals, tutorials with performance staff, participation in performance seminars, mid and end of semester performance assessments and a written portfolio of professional chamber music concert reviews and personal reflection."
MUSC4201,Practical Studies 4,MUSC3201,"MU492, MUSC2211, 2212, 4200, 4210","Bachelor of Music, Bachelor of Music (Honours), Bachelor of Music/Arts, Bachelor of Music (Honours)/Arts",Humanities and Social Sciences,Music School,8,,Two Semesters,Development of advanced instrumental or vocal technique & of high level stylistic and interpretative skills. Includes required ensemble participation & concert attendance.
MUSC4211,Practical Studies 4,MUSC3211,MUSC4201,enrolment in Performance Major or Extended Major in BMus (Honours) or BMus(Honours) dual degree,Humanities and Social Sciences,Music School,4,,Two Semesters,Development of advanced instrumental or vocal technique & of high level stylistic & interpretative skills. Includes required ensemble participation & concert attendance.
MUSC4231,Composition 4,MUSC3221,,,Humanities and Social Sciences,Music School,4,,Two Semesters,"Continued development of advanced composition technique, focussing on analytical as well as creative activities and involving an ongoing study of selected repertoire."
MUSC4270,Music Industry Internship,Head of School permission,,course offering may be cancelled if fewer than 10 students enrol,Humanities and Social Sciences,Music School,2,,One Semester,"This course enables students to plan, implement, and evaluate a program of professional learning in consultation with music industry professionals, in a music industry settting. Settings may include orchestras, and small to medium music/multi-arts ensembles, radio stations, music agencies, recording companies, and/or festivals and summer camps (e.g. AYO National Music Camp) . Students will spend 75 - 80 hours working on a volunteer basis in the organisation to gain valuable on-the-job skills and understandings. The range of duties will be negotiated and signed off by the student, the organisation, and the UQ academic overseeing the course. Students will plan and document their work at the organisation and reflect on and evaluate their experiences.

Please note that this course offering may be cancelled if fewer than 10 students enrol."
MUSC4410,Artistic and Musicological Research Methods,,,enrolment in Bachelor of Arts Honours or Bachelor of Music Honours,Humanities and Social Sciences,Music School,2,,One Semester,Guided introduction to the skills & methods of music research through individual supervision and seminar participation.
MUSC4420,Independent Study,MUSC4410,,,Humanities and Social Sciences,Music School,2,,One Semester,Completion of an individually supervised research project in music
MUSC4500,Music Thesis,,,,Humanities and Social Sciences,Music School,6,,Two Semesters,"Students research and write a thesis on a topic approved by the course co-ordinator. The course provides students with the opportunity to develop a focussed research project in a field appropriate to their interests and the School of Music's expertise, deploying suitable critical frameworks and research methodologies under the guidance and supervision of an academic staff member. Students obtain experience which may lead them to further research-based programs, such as the PhD."
MUSC4550,Portfolio of Artistic Research,MUSC4410,MUSC4500,,Humanities and Social Sciences,Music School,6,,Two Semesters,"Students research, prepare a portfolio of artistic research, and write a critical commentary on a topic approved by the course co-ordinator. The course provides students with the opportunity to develop a focussed research project in a field appropriate to their interests and the School of Music's expertise, deploying suitable critical frameworks and research methodologies under the guidance and supervision of an academic staff member. Students obtain experience which may lead them to further research-based programs, such as the PhD."
MUSC4630,Thesis,MUSC4410 or MUSC4430,MUSC4500,,,,8,,Two Semesters,"Students research and write a thesis on a topic approved by the course co-ordinator. The course
provides students with the opportunity to develop a focussed research project in a field appropriate
to their interests and the School of Music's expertise, deploying suitable critical frameworks and
research methodologies under the guidance and supervision of an academic staff member. Students
obtain experience which may lead them to further research-based programs, such as the PhD."
MUSC6850,Choral Conducting and Pedagogy,,,,,Music School,4,,Two Semesters,"Study of individual, group & large ensemble vocal pedagogy, including diction & phonetics & rehearsal techniques; study of choral literatures; peer teaching activity & performance observations.
NOTE: Course offering may be cancelled unless a minimum of 15 students enrol."
MUSC6851,Choral Conducting and Pedagogy,,,Restricted to international students only.,,Music School,4,,Two Semesters,"A detailed study of the choral conductor's art, with special emphasis on the nature of choral music, communication through gesture, the rehearsal process and repertoire."
MUSC7440,Music Therapy Clinical Training 4,,,Enrolment in this course is restricted to Master of Music Therapy program students only.,Humanities and Social Sciences,Music School,2,,One Semester,"The course comprises the music therapy clinical practice experience for Semester 4 of the program. It involves a 20 day (or the equivalent of 160 hours) clinical placement with an approved music therapy supervisor in a setting deemed as appropriate by university staff. This placement experience can also be undertaken independently without a registered music therapist on-site, providing staff within the facility are available to provide supervision and the training site has been approved. The focus of this final clinical placement is on refining the skills necessary to operate as an independent music therapy practitioner, developing skills in all aspects of music therapy program delivery."
MUSC7600,Advanced Instrumental Conducting,MUSC3170 or permission of Head of School,MUSC6700,course offering may be cancelled if fewer than 10 students enrol,Humanities and Social Sciences,Music School,4,,One Semester,"A master class performance & short conducting session. Systematic development of fundamental pedagogical concepts; critical evaluation of teaching; exploration of current literature relating to the practice of teaching a particular instrument.
Please note that this course offering may be cancelled if fewer than 10 students enrol."
MUSC7620,Advanced Choral Conducting,,MUSC6850,course offering may be cancelled if fewer than 10 students enrol.,Humanities and Social Sciences,Music School,4,,One Semester,"Study of individual, group & large ensemble vocal pedagogy, including diction & phonetics & rehearsal techniques; study of choral literatures; peer teaching activity & performance observations.
Please note that this course offering may be cancelled if fewer than 10 students enrol."
MUSC7640,Advanced Music Theory and Techniques,,,course offering may be cancelled if fewer than 10 students enrol,Humanities and Social Sciences,Music School,4,,One Semester,"This course provides students with a thorough understanding of different theoretical concepts and their applications in Western art music, most especially in the compositional practices of the 18th and 19th centuries. Students critically engage with established and emerging analytical methodologies for advanced tonal structures in music across a broad range of solo, orchestral and choral genres. Upon completion of the course, students demonstrate fluency in the application of music-analytical tools in tonal contexts, a command of the technical vocabulary used in constructing tonal textures, and the ability to critically appraise different formal models across tonal repertoire.
Please note that this course offering may be cancelled if fewer than 10 students enrol."
MUSC7700,Research Methods for the Music Professions,,"MUSC7300, MUSC7305",,Humanities and Social Sciences,Music School,4,,One Semester,"This course provides an introduction to applied research methods relevant to the music professions. On successful completion of the course students will demonstrate: knowledge of the principles and practices of the major paradigms in which music researchers work including epistemological and ontological issues; knowledge of a range of research designs, methods, and techniques; a capacity to critique and evaluate research designs and the outcomes of research; and, a capacity to identify ethical considerations in research."
MUSC7710,Professional Engagement Project,MUSC4410 or MUSC7700 or permission of Head of School,,,Humanities and Social Sciences,Music School,4,,One Semester,"Professional Engagement Project allows students to undertake a professional music project in a community or professional context in Australia or overseas. The course provides students with the opportunity to deepen their knowledge and skills in their choice of music discipline. This self-directed and flexible course allows students to (in consultation with their supervisor) establish and trial new approaches to practice, and reflect on the challenges that this presents."
MUSC7730,Technology in Music Education,Music literacy and teaching experience,,course offering may be cancelled if fewer than 10 students enrol,Humanities and Social Sciences,Music School,4,,One Semester,"This course is designed as a practical introduction into emerging music technologies and their use by musicians and music educators, across a range of contexts, including the classroom and studio. The focus of this course is the examination of emerging approaches to the use of music technology and the completion of creative music technology projects related to the audio production, sound creation and performance. Students will learn how to compose and perform using mobile apps and tablets by participating in regular rehearsals with the UQ Touch Ensemble, the School of Music's dedicated iPad and laptop ensemble. Students will develop skills negotiating new apps and technologies and practice essential music leadership skills by devising and leading rehearsals of their music with the Touch Ensemble. Students will also participate in an intensive weekend learning how to record, mix and produce audio and MIDI through a series of practical and creative production tasks. By the end of the course students will have developed a range of creative and technical skills for creating and performing music which is applicable across professional and classroom contexts. Please note that this course offering may be cancelled if fewer than 10 students enrol."
MUSC7790,Composing Music: techniques and strategies for creating music,,,,Humanities and Social Sciences,Music School,4,,One Semester,"This course is designed to assist musicians extend their skills and understanding in techniques for creating music compositions, without requiring prior composing experience. Using a diverse range of techniques learned through analysis and exercises, students create a folio of original notated works to be performed in class."
MUSC7820,Music Performance A,satisfactory audition and permission of Head of School,,,Humanities and Social Sciences,Music School,4,,One Semester,"This course provides high-level postgraduate instrumentalists the opportunity to focus on performance skills in a variety of disciplines (solo, chamber, orchestral) and to bridge the divide between undergraduate and professional assessment and engagement."
MUSC7830,Music Performance B,MUSC7820,,,Humanities and Social Sciences,Music School,4,,One Semester,This course delivers an extension to Performance A - consolidation of professional equivalent level solo instrumental skills with a greater emphasis on collaborative music-making and instrument specific set element examination.
MUSC7860,Contemporary Perspectives in Music Education,,,course offering may be cancelled if fewer than 10 students enrol,Humanities and Social Sciences,Music School,4,,One Semester,"This course introduces students to contemporary developments in the field of music education, and provides opportunity to consider the implications for music learning and teaching in studio, community, and classroom music settings. Issues to be addressed include: creativity in music and music education, the development of expertise, instrumental performance teaching, music therapies in education settings,comparative music education, philosophy of music education, teacher identity, and formal, non-formal, and informal music learning practices.
Please note that this course offering may be cancelled if fewer than 10 students enrol."
MUSC7900,Thesis,MUSC4410 or grade of 5 in MUSC7700 or grade of 5 in MUSC7710 or permission of Head of School,MU899,,Humanities and Social Sciences,Music School,4,,One Semester,"Students research and write a thesis on a topic approved by the course co-ordinator. The course provides students with the opportunity to develop a focussed research project in a field appropriate to their interests and the School of Music's expertise, deploying suitable critical frameworks and research methodologies under the guidance and supervision of an academic staff member. Students obtain experience which may lead them to further research-based programs, such as the PhD."
MUSC7920,Extended Thesis,MUSC4410 or MUSC7700 or permission of Head of School,,,Humanities and Social Sciences,Music School,8,,Two Semesters,"Students research and write a thesis on a topic approved by the course co-ordinator. The course provides students with the opportunity to develop a focussed research project in a field appropriate to their interests and the School of Music's expertise, deploying suitable critical frameworks and research methodologies under the guidance and supervision of an academic staff member. Students obtain experience which may lead them to further research-based programs, such as the PhD."
MUSC7930,Extended Thesis,MUSC4410 or MUSC7700 or permission of Head of School,,,Humanities and Social Sciences,Music School,8,,Two Semesters,"Students research and write a thesis on a topic approved by the course co-ordinator. The course provides students with the opportunity to develop a focussed research project in a field appropriate to their interests and the School of Music's expertise, deploying suitable critical frameworks and research methodologies under the guidance and supervision of an academic staff member. Students obtain experience which may lead them to further research-based programs, such as the PhD."
MUSM7000,Museum Context,Entry into the Museums Studies Program. Graduate students from other appropriate areas of study are welcome to apply for entry into the course through the course coordinator.,,,Humanities and Social Sciences,Social Science School,2,,One Semester,"This course will provide a critical overview of the history and formation of museums and their roles in contemporary society. It will examine the different contexts and perspectives through which museums can be understood, as institutional, civic and architectural spaces which display, study and house objects of historical, artistic, cultural, or scientific significance. The course will draw on case studies to critically explore museum practices, and issues relating to the politics of representation, the relationship between objects and meaning, museums and communities, as well as cultural rights, and the digital economy; before thinking about alternative models of museums and future challenges. The course involves a weekly lecture, as well as student presentations, and reading forums (in class and online), for which students are expected to prepare in advance for discussion."
MUSM7001,Public Programs,,,,,,2,,One Semester,"This course explores the public dimension of museums focussing on the museum's relationship with its publics paying attention to how it promotes itself to publics, develops its exhibition & public education programs & mobilises its visitors. The course will investigate international trends in museum promotion & public liaison, exhibition development, visitor research & evaluation."
MUSM7002,Collections,,,,Humanities and Social Sciences,Social Science School,2,,One Semester,"This course will provide a thorough knowledge of the key theoretical and methodological principles of collections management and care in the museum profession. It will examine, through museum visits and hands -on learning, current practices and policies including: documentation and data management systems, art handling and packing, dealing with acquisitions, loans and disposal; as well as basic conservation skills and environmental monitoring, disaster and emergency planning, and seeking professional advice and managing ethical issues."
MUSM7003,Museum Management,,,,Humanities and Social Sciences,Social Science School,2,,One Semester,An introduction to the principles & practices of contemporary museum management. The course introduces the following issues; museums & organisational structures; ethics; governance; policy development; strategic planning & marketing; financial management; project management & personnel management.
MUSM7004,Museums & Community Engagement,,,,,"English, Media, ArtHist",2,,One Semester,"Students will be introduced to a range of current issues faced by museums at regional state/provincial, national & international levels as they engage with their relevant stakeholder community groups."
MUSM7006,Exhibiting Culture: Theory & Practice,,,,Humanities and Social Sciences,Social Science School,2,,One Semester,"This course examines issues relating to the role & function of exhibitions & provides practical knowledge about exhibition planning from concept through to production. It introduces students to the field of exhibition studies and draws on contemporary debates about space, representation, curatorial practice and audience engagement."
MUSM7007,Case Study,"Admission is by permission of the Museum Studies Course Director. Minimum requirements are #6 from Part A & Part B of the Master of Museum Sudies list, GPA of 5, and an approved program of work at a museum or gallery or collecting institution prior to course commencement.",,Course cannot be taken in 1st semester of enrolment.,Humanities and Social Sciences,Social Science School,2,,One Semester,"This course provides the opportunity for students to apply their learned knowledge to a specific project & develop skills & expertise in particular areas of interest. Case study projects may include a ten day work placement with an industry partner, on or off campus."
MUSM7008,Dissertation Museum Studies,MUSM7007,,,Humanities and Social Sciences,Social Science School,8,,One Semester,The dissertation in museum studies provides students with the opportunity to apply & evaluate Museum Studies theory & research in a major research project.
MUSM7010,Museum Studies Field School A,Permission of Course Coordinator,,NOTE: course offering may be cancelled unless a minimum of 8 students enrol. Maximum enrolment is 20.,Humanities and Social Sciences,Social Science School,2,,One Semester,
MUSM7011,Digital Heritage: Theory and Practice,,,,,,2,,One Semester,"This course offers students the opportunity to understand issues in digital heritage from a critical perspective. It will cover three key areas in digital heritage: 1) theoretical perspectives on digital heritage in museums, archives, libraries and other collecting institutions; 2) practice-led approaches including methodologies for the recording of cultural expressions using digital media and their representation; 3) a consideration of the ethics of digital heritage, good practice and sustainability. Students will undertake two areas of assessed work: 1) a research essay synthesizing journal publications and key theories; 2) a methodology project involving the collection of original data that will address areas relevant to digital heritage. The project involves recording, collating and presenting cultural material using digital media such as digital photographs or film of objects, events and places and presenting this through website design, blog design, or social networking devices."
MUSM7012,Applied Museology,,,Departmental Consent required,Humanities and Social Sciences,Social Science School,2,,One Semester,"This course offers students the opportunity to engage with key issues in contemporary museology by conducting a semester long research project focused on a pressing theme, issue or problem germane to museums, and museum studies. The course will allow students to analyse and assess critically a museum, a museum collection, or museum as well as other areas related to collecting institutions, using the analytical skills they have acquired in other courses in the program. Students will be expected to conduct original research through the collection of data, data synthesis and written presentation of this data. Students will be required to submit their work in the form of a written report. It is anticipated that this research will involve visits to museums, galleries, and heritage institutions and liaison with relevant museum professionals. The course will give students the opportunity to develop research skills and methodologies vital to conducting a dissertation."
MUSM7018,Dissertation Museum Studies,MUSM7000,,Department Consent required,Humanities and Social Sciences,Social Science School,8,,Two Semesters,"The dissertation in museum studies provides students with the opportunity to apply & evaluate Museum Studies theory & research in a major research project.

Full Time Students enrol in MUSM7008 
Part Time Students commencing in Semester 1 enrol in MUSM7018 
Part Time Students commencing in Semester 2 enrol in MUSM7028"
MUSM7028,Dissertation Museum Studies,MUSM7000,,Department Consent required,Humanities and Social Sciences,Social Science School,8,,Two Semesters,"The dissertation in museum studies provides students with the opportunity to apply & evaluate Museum Studies theory & research in a major research project.

Full Time Students enrol in MUSM7008 
Part Time Students commencing in Semester 1 enrol in MUSM7018 
Part Time Students commencing in Semester 2 enrol in MUSM7028"
NEUR2530,Motor Control & Learning,[BIOM1050 or BIOL1015 or BIOL1040] + [HMST1900 or BIOL1900],HM253 or 254 or 255; HMST2530,,Health & Behavioural Sciences,Human Movement & Nutrition Sci,2,,One Semester,"Lectures and laboratory classes providing a conceptual and practical introduction to the neural mechanisms and performance characteristics of human movement production and motor learning.
This course had the previous code of HMST2530 which can be viewed in the archived area within the Course and Program site http://www.uq.edu.au/study/archive/index.html"
NEUR3001,Molecular & Cellular Neuroscience,BIOM2011 + BIOL2200,,,Medicine,"Biomedical Sciences School, Chemistry & Molec Biosciences",2,,One Semester,"Introduces aspects of molecular & cellular neuroscience through lectures tutorials, presentations & SDLs. Part 1 will provide the basic information & Part 2 will place this information in the context of current developments in molecular neuroscience & neurochemistry."
NEUR3002,The Integrated Brain,BIOM2011 + BIOL2200,,,Medicine,"Biomedical Sciences School, Chemistry & Molec Biosciences",2,,One Semester,"Lectures & seminars illustrating how brain systems work in an integrated fashion to extract high level sensory information, plan & control movement, form memories, cope with emotional & physical stress, & adapt to drugs of addiction."
NEUR3733,Neuromechanical Basis of Human Movement,,HMST7733; HMST3733,,Health & Behavioural Sciences,Human Movement & Nutrition Sci,2,,One Semester,"Students will be introduced to advanced concepts in biomechanics and motor control (neuromechanics). Issues concerning i) muscle, tendon and muscle architecture, ii) motion analysis, iii) reflex pathways and excitability, iv) postural control and v) neural plasticity and motor learning will be covered in three modules. Lectures, demonstrations, laboratory sessions and prescribed readings will be used to facilitate learning within the course."
NEUR7001,Neuroscience Laboratory Rotation 1,,,,Health & Behavioural Sciences,Health & Behavioural Sciences,6,,One Semester,"Supervised 300 hours laboratory experience. Laboratory placement in a neuroscience laboratory designed to extend skills in laboratory research including experimental design and execution, presentation and analysis, and written reports. The literature review is to be focused on the area of the research report which is to assess research skills. The research report will be of approximately 4,000 words in length."
NEUR7002,Neuroscience Laboratory Rotation 2,,,,Health & Behavioural Sciences,Health & Behavioural Sciences,6,,One Semester,"Supervised 300 hours laboratory experience. Laboratory placement in a neuroscience laboratory designed to extend skills in laboratory research including experimental design and execution, presentation and analysis, and written reports. The literature review is to be focused on the area of the research report which is to assess research skills. The research report will be of approximately 4,000 words in length."
NEUR7003,Neuroscience Laboratory Rotation 3,,,,Health & Behavioural Sciences,Health & Behavioural Sciences,6,,One Semester,"Supervised 300 hours laboratory experience. Laboratory placement in a neuroscience laboratory designed to extend skills in laboratory research including experimental design and execution, presentation and analysis, and written reports. The literature review is to be focused on the area of the research report which is to assess research skills. The research report will be of approximately 4,000 words in length."
NEUR7004,Systems Neuroscience: Sensory and Motor,,,,Health & Behavioural Sciences,Human Movement & Nutrition Sci,2,,One Semester,"Not offered 2011
This course will use a systems approach to explore the brain with respect to circuits (both sensory and motor) that integrate and process information. Sensory systems such as vision, hearing and taste and the pathways responsible for detecting temperature, pain and the level of muscular contraction will all be examined in the context of synaptic transmission, filtering and feedback mechanisms. Motor systems initiating and controlling movement, pattern generation, timing and muscular force will be investigated in the context of balance, posture, co-ordination, strength and fatigue. Sensory-motor integration will also be investigated with respect to interactions with other cognitive tasks through the mirror neurone system, plasticity (during development/growth and in old age) and in abnormal conditions such as disease or after a lesion."
NEUR7005,Cognitive Behavioural Neuroscience,,,,Health & Behavioural Sciences,Psychology School,2,,One Semester,"Cognitive and Behavioural Neuroscience is concerned with understanding the neural basis of human cognition and behaviour. The course will provide students with an in-depth understanding of neuroscientific approaches to the study of human brain function. The course covers major themes of attention and perception, cognitive control and the cognitive basis of psychopathology, and the planning execution of actions. Lectures will be complemented with a tutorial Journal Club in which current issues in the field will be explored and discussed."
NEUR7006,Molecular and Cellular Neuroscience,,,,Medicine & Biomedical Sciences,Biomedical Sciences School,2,,One Semester,"Molecular and Cellular Neuroscience is concerned with cell and molecular biology of the neuron. Advanced treatment of the following specific topics will be given by selected research experts: cytology of the neuron; synthesis and trafficking of neuronal proteins; ion channels; G-Protein receptors; synaptic transmission; trans-synaptic signalling; modulation of synaptic transmission; and molecular pathological processes underlying neural disorders. 
Students who do this course will be given an up-to-date understanding of how the nervous system works at its most fundamental level. It will also provide the latest knowledge on our understanding of the cellular and molecular basis of some key nervous system disorders."
NEUR7530,Learning & Motor Control,,HM253 or 254 or 255 or HMST2530; HMST7530; NEUR2530,MExSc,Health & Behavioural Sciences,Human Movement & Nutrition Sci,2,,One Semester,"Lectures and laboratory classes providing a conceptual and practical introduction to the neural mechanisms and performance characteristics of human movement production and motor learning.
This course had the previous code of HMST7530 which can be viewed in the archived area within the Course and Program site http://www.uq.edu.au/study/archive/index.html"
NEUR7733,Neuromechanics,,HMST3733; HMST7733,MExSc or MCEP students,Health & Behavioural Sciences,Human Movement & Nutrition Sci,2,,One Semester,"Students will be introduced to advanced concepts in biomechanics and motor control (neuromechanics). Issues concerning i) muscle, tendon and muscle architecture, ii) motion analysis, iii) reflex pathways and excitability, iv) postural control and v) neural plasticity and motor learning will be covered in three modules. Lectures, demonstrations, laboratory sessions and prescribed readings will be used to facilitate learning within the course."
NUMW1102,Professional Practice 1,,,"BN, BMid and BN/BMid",Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"This course introduces foundational knowledge and skills related to providing safe and high quality care in a person centred environment. This will involve developing a professional identity and sense of self as a professional nurse or midwife, developing safe clinical skills and therapeutic communication skills and developing beginner clinical decision-making skills. Students also begin to develop skills in using evidence to inform practice. The course integrates theory related to professional practice and beginning clinical skills using flipped classroom approaches. Theoretical learning activities are aimed at integrating students' understanding of some of the social and cultural influences on health and healthcare and professional, legal and ethical responsibilities as a beginning practitioner. Clinical learning activities are related to developing safe foundation skills, applied in parallel to the above theoretical concepts. The course content will be delivered over a 13 week period, utilising flipped classroom teaching approaches in clinical workshops, theoretical workshop sessions, online learning activities and self-directed learning."
NUMW2101,Mental Health,,NURS2005,"BN, BMid and BN/BMid",Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"This course addresses one of the National Health Priority areas and is designed to introduce students to knowledge, skills and attitudes related to mental health, mental illness across the lifespan and integrating physical and psychosocial care from a nursing/midwifery perspective. Using an evidence-based approach, the course will focus on developing an understanding of common mental health issues, mental health assessment, intervention and relapse prevention, models of care and legal and ethical issues. Students will consolidate learning with regard to positive images about mental health recovery and the application of interpersonal skills in preparation for clinical placement in a mental health setting. The specific needs of Aboriginal and Torres Strait Islander people, people from culturally and linguistically diverse backgrounds, LGBTI (lesbian, gay, bisexual, transgender and intersex) populations and mothers and families during the perinatal period will be considered in the course."
NUMW3101,Evidence Based Practice,,,"BN, BMid and BN/BMid",,,2,,One Semester,"This course aims to build on students' foundation skills learned over Years 1 and 2 by introducing students to a range of methodologies used in health care environments to inform and improve practice and ensure care is safe, evidence-based and of high quality. The course provides students with broad information around concepts related to quality improvement, research and identify their relationship to evidence based practice, knowledge translation and implementation science. The course introduces students to quality improvement tools and basic qualitative and quantitative research methodologies. It further develops students' skills in accessing and evaluating literature and explores methods of analysing, presenting and disseminating data. The centrality of ethical practice in healthcare research is also discussed."
NUMW3103,Professional Practice 2,,,"BN, BMid and BN/BMid",,,2,,One Semester,This course prepares undergraduate students for the transition to professional nursing practice professional practice requires graduates to draw on the knowledge and skills they have acquired over the duration of their undergraduate program and apply these skills for lifelong learning. The course examines concepts around speaking up for safety and quality in health care. This includes learning skills around leadership and resilience that will support students in their future practice and will extend their reflective practice to consider personal contributions to their profession. The course also explores the use of health informatics in practice environments and expectations regarding competency as a newly registered practitioner in a range of contexts.
NURS1001,"Embryology, Neonate & Child",,,"BN, BMid. or BN/BMid. Students",Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,Genetic & chromosomal conditions & the major milestones of childhood. Issues associated with the nursing management of a baby & mother & management problems. Ethical obligations to ensure patient confidentiality & the legal rights of the child. The role of the family & access to health services in the development of the child & the role of population health interventions such as foetal & neonatal screening.
NURS1002,Adolescents & Young Adults,,,"BN, B Mid or BN/BMid. Students",Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,Introduces anatomy & physiology of the human reproductive system for males & females using a teenager with an unwanted pregnancy as a practice problem. Normal pregnancy from conception through to birth & use of prior knowledge of foetal development. Major physical & psychological milestones during adolescence & young adulthood. Issues associated with the nursing management of this person.
NURS1003,Adults & Older Persons,,,"BN, BMid or BN/BMid. Students",Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"Anatomy & physiology of the urinary & renal systems using an elderly woman who is dehydrated & suffers incontinence as a practice problem. The role of the kidneys in fluid, electrolyte & acid-base homeostasis & introduction to microbiology. The major physical & psychological milestones during adulthood & old age. Issues associated with the nursing management of this person."
NURS1004,Clinical Practice 1,,,"BN, BMid or BN/B Mid. Students",Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"Preceptored clinical experiences to give students an opportunity to apply the theoretical concepts learned in foundations of nursing practice & the interpersonal, clinical assessment & clinical intervention skills learned in the weekly clinical skills sessions. The focus is to develop basic nursing care in a community, aged care & acute settings."
NURS1005,Cardiovascular Health,"NURS1001, NURS1002, NURS1003, NURS1004",,BN Students,Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"NURS1005 introduces students to: anatomy, physiology & pathophysiology of the cardiovascular system and lymphatic systems; Nursing care of an adult with coronary artery disease who has developed acute myocardial infarct, and congestive heart failure, including associated pharmacological management; Legal and ethical issues associated with informed consent for adults and the legal and safe administration of pharmacological medications in relation to the case scenario; Prevalence and risk factors for cardiovascular related health issues, including cultural and socio-demographic factors, and the health education and promotional strategies that target risk factors."
NURS1006,Respiratory Health,"NURS1001, NURS1002, NURS1003, NURS1004",,BN Students,Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"NURS1006 introduces students to: anatomy, physiology & pathophysiology of the respiratory system; Nursing care of adults with asthma and chronic obstructive pulmonary disease (COPD), who have developed acute respiratory infections, including associated pharmacological management; Legal and ethical issues associated with informed consent for adults and the legal and safe administration of pharmacological medications in relation to the case scenario; Environmental health legislation related to smoking in public places and the marketing of tobacco; Prevalence and risk factors for respiratory related health issues, including cultural and socio-demographic factors, and the health education and promotional strategies that target risk factors."
NURS1007,Musculo-skeletal Health,"NURS1001, NURS1002, NURS1003, NURS1004",,BN Students,Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"NURS1007 introduces students to: anatomy, physiology & pathophysiology of the musculo-skeletal and integumentary systems; Nursing care of a minor who has sustained a musculo-skeletal injury, including associated pharmacological management, wound management and family centred care; Legal and ethical issues associated with informed consent of minors, and the legal and safe administration of pharmacological medications in relation to the case scenario; Prevalence and risk factors for musculoskeletal related health issues including cultural and socio-demographic factors, and the health education and promotional strategies that target risk factors."
NURS1008,Clinical Practice 2,,,BN Students,Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"Application of the theoretical concepts learned in foundations of nursing practice & the interpersonal, clinical assessment & clinical intervention skills learned in the weekly clinical skills sessions. This course builds on the knowledge & skills gained in Clinical Practice 1. The focus of the clinical practice is basic nursing care in a community, aged care & acute setting & appreciation of a registered nurse's role in promoting healthy lifestyles."
NURS1009,Clinical Practice A,Approval of Program Director,NURS1004,"OEPN (Year 1 and Year 2) BN, BN/BMid International students and EEN's",,,2,,One Semester,"Preceptored clinical experiences to give students an opportunity to apply the theoretical concepts learned in foundations of nursing practice and the interpersonal, clinical assessment and clinical intervention skills learned in the weekly clinical skills sessions. The focus is to develop basic nursing care in a community, aged care and acute settings."
NURS1101,Health Across the Lifespan,,"NURS1001, NURS1002, NURS1003",BN and BN/BMid,Health & Behavioural Sciences,"Nursing, Midwifery & Social Wk",2,,One Semester,"This course introduces students to the psychosocial concepts of health, wellness and illness across the lifespan and the nurse's role in wellness promotion and population screening. Stages of the lifespan trajectory are introduced using a variety of theoretical frameworks that underpin transition, adaptation and resilience across the human lifespan. Students will identify how biopsychosocial and cultural factors influence lifespan development and how values, beliefs and attitudes affect perceptions of health and illness behaviours. Age and culturally appropriate communication strategies are pivotal to providing nursing care across the lifespan. Principles of communication will be woven throughout the course content. Public health policy and population screening strategies will be explored with students identifying fiscal limitations including sensitivity and specificity of screening and opportunities for health promotion. Students will develop theoretical understanding and health assessment skills focused on systems associated with reproduction, neurology and musculoskeletal across the life span."
